YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2001,1,AK,Total Electric Power Industry,Coal,46903
2001,1,AK,Total Electric Power Industry,Petroleum,71085
2001,1,AK,Total Electric Power Industry,Natural Gas,367521
2001,1,AK,Total Electric Power Industry,Hydroelectric Conventional,104549
2001,1,AK,Total Electric Power Industry,Wind,87
2001,1,AK,Total Electric Power Industry,Total,590145
2001,1,AK,"Electric Generators, Electric Utilities",Coal,18410
2001,1,AK,"Electric Generators, Electric Utilities",Petroleum,64883
2001,1,AK,"Electric Generators, Electric Utilities",Natural Gas,305277
2001,1,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,104549
2001,1,AK,"Electric Generators, Electric Utilities",Wind,87
2001,1,AK,"Electric Generators, Electric Utilities",Total,493206
2001,1,AK,"Combined Heat and Power, Electric Power",Coal,19742
2001,1,AK,"Combined Heat and Power, Electric Power",Petroleum,213
2001,1,AK,"Combined Heat and Power, Electric Power",Total,19955
2001,1,AK,"Combined Heat and Power, Commercial Power",Coal,8751
2001,1,AK,"Combined Heat and Power, Commercial Power",Petroleum,1073
2001,1,AK,"Combined Heat and Power, Commercial Power",Total,9824
2001,1,AK,"Combined Heat and Power, Industrial Power",Petroleum,4916
2001,1,AK,"Combined Heat and Power, Industrial Power",Natural Gas,62244
2001,1,AK,"Combined Heat and Power, Industrial Power",Total,67160
2001,1,AL,Total Electric Power Industry,Coal,6557913
2001,1,AL,Total Electric Power Industry,Petroleum,107497
2001,1,AL,Total Electric Power Industry,Natural Gas,566478
2001,1,AL,Total Electric Power Industry,Other Gases,25283
2001,1,AL,Total Electric Power Industry,Nuclear,2940300
2001,1,AL,Total Electric Power Industry,Hydroelectric Conventional,727118
2001,1,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,399474
2001,1,AL,Total Electric Power Industry,Other Biomass,1694
2001,1,AL,Total Electric Power Industry,Other,885
2001,1,AL,Total Electric Power Industry,Total,11326642
2001,1,AL,"Electric Generators, Electric Utilities",Coal,6483983
2001,1,AL,"Electric Generators, Electric Utilities",Petroleum,70135
2001,1,AL,"Electric Generators, Electric Utilities",Natural Gas,473253
2001,1,AL,"Electric Generators, Electric Utilities",Nuclear,2940300
2001,1,AL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,727118
2001,1,AL,"Electric Generators, Electric Utilities",Total,10694789
2001,1,AL,"Electric Generators, Independent Power Producers",Natural Gas,417
2001,1,AL,"Electric Generators, Independent Power Producers",Total,417
2001,1,AL,"Combined Heat and Power, Electric Power",Coal,25099
2001,1,AL,"Combined Heat and Power, Electric Power",Petroleum,35
2001,1,AL,"Combined Heat and Power, Electric Power",Natural Gas,24
2001,1,AL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,22816
2001,1,AL,"Combined Heat and Power, Electric Power",Total,47974
2001,1,AL,"Combined Heat and Power, Industrial Power",Coal,48831
2001,1,AL,"Combined Heat and Power, Industrial Power",Petroleum,37327
2001,1,AL,"Combined Heat and Power, Industrial Power",Natural Gas,92784
2001,1,AL,"Combined Heat and Power, Industrial Power",Other Gases,25283
2001,1,AL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,376658
2001,1,AL,"Combined Heat and Power, Industrial Power",Other Biomass,1694
2001,1,AL,"Combined Heat and Power, Industrial Power",Other,885
2001,1,AL,"Combined Heat and Power, Industrial Power",Total,583462
2001,1,AR,Total Electric Power Industry,Coal,2149808
2001,1,AR,Total Electric Power Industry,Petroleum,124389
2001,1,AR,Total Electric Power Industry,Natural Gas,191970
2001,1,AR,Total Electric Power Industry,Nuclear,1028544
2001,1,AR,Total Electric Power Industry,Hydroelectric Conventional,272026
2001,1,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,135977
2001,1,AR,Total Electric Power Industry,Other Biomass,553
2001,1,AR,Total Electric Power Industry,Other,56
2001,1,AR,Total Electric Power Industry,Total,3903323
2001,1,AR,"Electric Generators, Electric Utilities",Coal,2135834
2001,1,AR,"Electric Generators, Electric Utilities",Petroleum,116283
2001,1,AR,"Electric Generators, Electric Utilities",Natural Gas,151188
2001,1,AR,"Electric Generators, Electric Utilities",Nuclear,1028544
2001,1,AR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,272023
2001,1,AR,"Electric Generators, Electric Utilities",Total,3703872
2001,1,AR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,3
2001,1,AR,"Electric Generators, Independent Power Producers",Total,3
2001,1,AR,"Combined Heat and Power, Commercial Power",Natural Gas,270
2001,1,AR,"Combined Heat and Power, Commercial Power",Other Biomass,419
2001,1,AR,"Combined Heat and Power, Commercial Power",Total,689
2001,1,AR,"Combined Heat and Power, Industrial Power",Coal,13974
2001,1,AR,"Combined Heat and Power, Industrial Power",Petroleum,8106
2001,1,AR,"Combined Heat and Power, Industrial Power",Natural Gas,40512
2001,1,AR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,135977
2001,1,AR,"Combined Heat and Power, Industrial Power",Other Biomass,134
2001,1,AR,"Combined Heat and Power, Industrial Power",Other,56
2001,1,AR,"Combined Heat and Power, Industrial Power",Total,198759
2001,1,AZ,Total Electric Power Industry,Coal,3418454
2001,1,AZ,Total Electric Power Industry,Petroleum,143626
2001,1,AZ,Total Electric Power Industry,Natural Gas,651812
2001,1,AZ,Total Electric Power Industry,Nuclear,2733255
2001,1,AZ,Total Electric Power Industry,Hydroelectric Conventional,607969
2001,1,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2001,1,AZ,Total Electric Power Industry,Other Biomass,453
2001,1,AZ,Total Electric Power Industry,Pumped Storage,18356
2001,1,AZ,Total Electric Power Industry,Total,7573925
2001,1,AZ,"Electric Generators, Electric Utilities",Coal,3385613
2001,1,AZ,"Electric Generators, Electric Utilities",Petroleum,143514
2001,1,AZ,"Electric Generators, Electric Utilities",Natural Gas,609804
2001,1,AZ,"Electric Generators, Electric Utilities",Nuclear,2733255
2001,1,AZ,"Electric Generators, Electric Utilities",Hydroelectric Conventional,607969
2001,1,AZ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2001,1,AZ,"Electric Generators, Electric Utilities",Other Biomass,0
2001,1,AZ,"Electric Generators, Electric Utilities",Pumped Storage,18356
2001,1,AZ,"Electric Generators, Electric Utilities",Total,7498511
2001,1,AZ,"Combined Heat and Power, Electric Power",Natural Gas,40812
2001,1,AZ,"Combined Heat and Power, Electric Power",Total,40812
2001,1,AZ,"Combined Heat and Power, Commercial Power",Petroleum,12
2001,1,AZ,"Combined Heat and Power, Commercial Power",Natural Gas,1192
2001,1,AZ,"Combined Heat and Power, Commercial Power",Other Biomass,453
2001,1,AZ,"Combined Heat and Power, Commercial Power",Total,1657
2001,1,AZ,"Combined Heat and Power, Industrial Power",Coal,32841
2001,1,AZ,"Combined Heat and Power, Industrial Power",Petroleum,100
2001,1,AZ,"Combined Heat and Power, Industrial Power",Natural Gas,4
2001,1,AZ,"Combined Heat and Power, Industrial Power",Total,32945
2001,1,CA,Total Electric Power Industry,Coal,199857
2001,1,CA,Total Electric Power Industry,Petroleum,459703
2001,1,CA,Total Electric Power Industry,Natural Gas,10192494
2001,1,CA,Total Electric Power Industry,Other Gases,97569
2001,1,CA,Total Electric Power Industry,Nuclear,2379998
2001,1,CA,Total Electric Power Industry,Hydroelectric Conventional,1590096
2001,1,CA,Total Electric Power Industry,Wind,133423
2001,1,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,6500
2001,1,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,313245
2001,1,CA,Total Electric Power Industry,Geothermal,1085733
2001,1,CA,Total Electric Power Industry,Other Biomass,178497
2001,1,CA,Total Electric Power Industry,Pumped Storage,-36255
2001,1,CA,Total Electric Power Industry,Other,18027
2001,1,CA,Total Electric Power Industry,Total,16618887
2001,1,CA,"Electric Generators, Electric Utilities",Petroleum,56442
2001,1,CA,"Electric Generators, Electric Utilities",Natural Gas,1229547
2001,1,CA,"Electric Generators, Electric Utilities",Nuclear,2379998
2001,1,CA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1539067
2001,1,CA,"Electric Generators, Electric Utilities",Wind,160
2001,1,CA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,29
2001,1,CA,"Electric Generators, Electric Utilities",Geothermal,-45
2001,1,CA,"Electric Generators, Electric Utilities",Other Biomass,18428
2001,1,CA,"Electric Generators, Electric Utilities",Pumped Storage,-36255
2001,1,CA,"Electric Generators, Electric Utilities",Total,5187371
2001,1,CA,"Electric Generators, Independent Power Producers",Petroleum,272408
2001,1,CA,"Electric Generators, Independent Power Producers",Natural Gas,5882306
2001,1,CA,"Electric Generators, Independent Power Producers",Other Gases,0
2001,1,CA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,51029
2001,1,CA,"Electric Generators, Independent Power Producers",Wind,133263
2001,1,CA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,6471
2001,1,CA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,182078
2001,1,CA,"Electric Generators, Independent Power Producers",Geothermal,1085778
2001,1,CA,"Electric Generators, Independent Power Producers",Other Biomass,134581
2001,1,CA,"Electric Generators, Independent Power Producers",Other,16604
2001,1,CA,"Electric Generators, Independent Power Producers",Total,7764518
2001,1,CA,"Combined Heat and Power, Electric Power",Coal,156123
2001,1,CA,"Combined Heat and Power, Electric Power",Petroleum,73191
2001,1,CA,"Combined Heat and Power, Electric Power",Natural Gas,1779681
2001,1,CA,"Combined Heat and Power, Electric Power",Other Gases,73
2001,1,CA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,17618
2001,1,CA,"Combined Heat and Power, Electric Power",Other Biomass,6997
2001,1,CA,"Combined Heat and Power, Electric Power",Other,68
2001,1,CA,"Combined Heat and Power, Electric Power",Total,2033751
2001,1,CA,"Combined Heat and Power, Commercial Power",Petroleum,107
2001,1,CA,"Combined Heat and Power, Commercial Power",Natural Gas,146713
2001,1,CA,"Combined Heat and Power, Commercial Power",Other Biomass,16366
2001,1,CA,"Combined Heat and Power, Commercial Power",Total,163186
2001,1,CA,"Combined Heat and Power, Industrial Power",Coal,43734
2001,1,CA,"Combined Heat and Power, Industrial Power",Petroleum,57555
2001,1,CA,"Combined Heat and Power, Industrial Power",Natural Gas,1154247
2001,1,CA,"Combined Heat and Power, Industrial Power",Other Gases,97496
2001,1,CA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,113549
2001,1,CA,"Combined Heat and Power, Industrial Power",Other Biomass,2125
2001,1,CA,"Combined Heat and Power, Industrial Power",Other,1355
2001,1,CA,"Combined Heat and Power, Industrial Power",Total,1470061
2001,1,CO,Total Electric Power Industry,Coal,3245939
2001,1,CO,Total Electric Power Industry,Petroleum,20510
2001,1,CO,Total Electric Power Industry,Natural Gas,785000
2001,1,CO,Total Electric Power Industry,Hydroelectric Conventional,111346
2001,1,CO,Total Electric Power Industry,Wind,4158
2001,1,CO,Total Electric Power Industry,Other Biomass,5160
2001,1,CO,Total Electric Power Industry,Pumped Storage,-8660
2001,1,CO,Total Electric Power Industry,Other,0
2001,1,CO,Total Electric Power Industry,Total,4163453
2001,1,CO,"Electric Generators, Electric Utilities",Coal,3222822
2001,1,CO,"Electric Generators, Electric Utilities",Petroleum,19148
2001,1,CO,"Electric Generators, Electric Utilities",Natural Gas,316815
2001,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,109628
2001,1,CO,"Electric Generators, Electric Utilities",Wind,4158
2001,1,CO,"Electric Generators, Electric Utilities",Other Biomass,0
2001,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-8660
2001,1,CO,"Electric Generators, Electric Utilities",Other,0
2001,1,CO,"Electric Generators, Electric Utilities",Total,3663911
2001,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,227251
2001,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1718
2001,1,CO,"Electric Generators, Independent Power Producers",Total,228969
2001,1,CO,"Combined Heat and Power, Electric Power",Coal,23117
2001,1,CO,"Combined Heat and Power, Electric Power",Petroleum,39
2001,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,221956
2001,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2500
2001,1,CO,"Combined Heat and Power, Electric Power",Total,247612
2001,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,14017
2001,1,CO,"Combined Heat and Power, Commercial Power",Other Biomass,2660
2001,1,CO,"Combined Heat and Power, Commercial Power",Total,16677
2001,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,1323
2001,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,4961
2001,1,CO,"Combined Heat and Power, Industrial Power",Total,6284
2001,1,CT,Total Electric Power Industry,Coal,327541
2001,1,CT,Total Electric Power Industry,Petroleum,923930
2001,1,CT,Total Electric Power Industry,Natural Gas,125845
2001,1,CT,Total Electric Power Industry,Other Gases,137
2001,1,CT,Total Electric Power Industry,Nuclear,1366126
2001,1,CT,Total Electric Power Industry,Hydroelectric Conventional,37537
2001,1,CT,Total Electric Power Industry,Other Biomass,74757
2001,1,CT,Total Electric Power Industry,Pumped Storage,0
2001,1,CT,Total Electric Power Industry,Other,74561
2001,1,CT,Total Electric Power Industry,Total,2930434
2001,1,CT,"Electric Generators, Electric Utilities",Petroleum,1065
2001,1,CT,"Electric Generators, Electric Utilities",Natural Gas,0
2001,1,CT,"Electric Generators, Electric Utilities",Nuclear,1366126
2001,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,14562
2001,1,CT,"Electric Generators, Electric Utilities",Other Biomass,16824
2001,1,CT,"Electric Generators, Electric Utilities",Other,12691
2001,1,CT,"Electric Generators, Electric Utilities",Total,1411268
2001,1,CT,"Electric Generators, Independent Power Producers",Coal,201266
2001,1,CT,"Electric Generators, Independent Power Producers",Petroleum,919818
2001,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,48288
2001,1,CT,"Electric Generators, Independent Power Producers",Other Gases,137
2001,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22975
2001,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,57934
2001,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,0
2001,1,CT,"Electric Generators, Independent Power Producers",Other,61869
2001,1,CT,"Electric Generators, Independent Power Producers",Total,1312287
2001,1,CT,"Combined Heat and Power, Electric Power",Coal,126275
2001,1,CT,"Combined Heat and Power, Electric Power",Petroleum,336
2001,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,63643
2001,1,CT,"Combined Heat and Power, Electric Power",Total,190254
2001,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,340
2001,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,1914
2001,1,CT,"Combined Heat and Power, Commercial Power",Total,2254
2001,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,2371
2001,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,12000
2001,1,CT,"Combined Heat and Power, Industrial Power",Total,14371
2001,1,DC,Total Electric Power Industry,Petroleum,9251
2001,1,DC,Total Electric Power Industry,Total,9251
2001,1,DC,"Electric Generators, Independent Power Producers",Petroleum,9251
2001,1,DC,"Electric Generators, Independent Power Producers",Total,9251
2001,1,DE,Total Electric Power Industry,Coal,474117
2001,1,DE,Total Electric Power Industry,Petroleum,132408
2001,1,DE,Total Electric Power Industry,Natural Gas,7062
2001,1,DE,Total Electric Power Industry,Other Gases,12552
2001,1,DE,Total Electric Power Industry,Total,626139
2001,1,DE,"Electric Generators, Electric Utilities",Coal,347571
2001,1,DE,"Electric Generators, Electric Utilities",Petroleum,24897
2001,1,DE,"Electric Generators, Electric Utilities",Natural Gas,650
2001,1,DE,"Electric Generators, Electric Utilities",Total,373118
2001,1,DE,"Electric Generators, Independent Power Producers",Coal,118905
2001,1,DE,"Electric Generators, Independent Power Producers",Petroleum,80021
2001,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,6412
2001,1,DE,"Electric Generators, Independent Power Producers",Total,205338
2001,1,DE,"Combined Heat and Power, Industrial Power",Coal,7641
2001,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,27490
2001,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,12552
2001,1,DE,"Combined Heat and Power, Industrial Power",Total,47683
2001,1,FL,Total Electric Power Industry,Coal,6721861
2001,1,FL,Total Electric Power Industry,Petroleum,4496351
2001,1,FL,Total Electric Power Industry,Natural Gas,2203652
2001,1,FL,Total Electric Power Industry,Other Gases,9
2001,1,FL,Total Electric Power Industry,Nuclear,2942999
2001,1,FL,Total Electric Power Industry,Hydroelectric Conventional,7830
2001,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,163756
2001,1,FL,Total Electric Power Industry,Other Biomass,170974
2001,1,FL,Total Electric Power Industry,Other,229849
2001,1,FL,Total Electric Power Industry,Total,16937281
2001,1,FL,"Electric Generators, Electric Utilities",Coal,6266599
2001,1,FL,"Electric Generators, Electric Utilities",Petroleum,4362808
2001,1,FL,"Electric Generators, Electric Utilities",Natural Gas,1660211
2001,1,FL,"Electric Generators, Electric Utilities",Nuclear,2942999
2001,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,7830
2001,1,FL,"Electric Generators, Electric Utilities",Other Biomass,9484
2001,1,FL,"Electric Generators, Electric Utilities",Other,1390
2001,1,FL,"Electric Generators, Electric Utilities",Total,15251321
2001,1,FL,"Electric Generators, Independent Power Producers",Petroleum,106294
2001,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,80070
2001,1,FL,"Electric Generators, Independent Power Producers",Other Gases,9
2001,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,19767
2001,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,143217
2001,1,FL,"Electric Generators, Independent Power Producers",Other,108117
2001,1,FL,"Electric Generators, Independent Power Producers",Total,457474
2001,1,FL,"Combined Heat and Power, Electric Power",Coal,426506
2001,1,FL,"Combined Heat and Power, Electric Power",Petroleum,0
2001,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,372617
2001,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,480
2001,1,FL,"Combined Heat and Power, Electric Power",Other,362
2001,1,FL,"Combined Heat and Power, Electric Power",Total,799965
2001,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,5850
2001,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3918
2001,1,FL,"Combined Heat and Power, Commercial Power",Total,9768
2001,1,FL,"Combined Heat and Power, Industrial Power",Coal,28756
2001,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,27249
2001,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,84904
2001,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,143989
2001,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,13875
2001,1,FL,"Combined Heat and Power, Industrial Power",Other,119980
2001,1,FL,"Combined Heat and Power, Industrial Power",Total,418753
2001,1,GA,Total Electric Power Industry,Coal,7258909
2001,1,GA,Total Electric Power Industry,Petroleum,217585
2001,1,GA,Total Electric Power Industry,Natural Gas,77667
2001,1,GA,Total Electric Power Industry,Nuclear,3064367
2001,1,GA,Total Electric Power Industry,Hydroelectric Conventional,239920
2001,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,258328
2001,1,GA,Total Electric Power Industry,Other Biomass,2206
2001,1,GA,Total Electric Power Industry,Pumped Storage,-35515
2001,1,GA,Total Electric Power Industry,Other,615
2001,1,GA,Total Electric Power Industry,Total,11084082
2001,1,GA,"Electric Generators, Electric Utilities",Coal,7151277
2001,1,GA,"Electric Generators, Electric Utilities",Petroleum,89920
2001,1,GA,"Electric Generators, Electric Utilities",Natural Gas,1913
2001,1,GA,"Electric Generators, Electric Utilities",Nuclear,3064367
2001,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,237618
2001,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-35515
2001,1,GA,"Electric Generators, Electric Utilities",Total,10509580
2001,1,GA,"Electric Generators, Independent Power Producers",Petroleum,31262
2001,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,28207
2001,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,161
2001,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,1420
2001,1,GA,"Electric Generators, Independent Power Producers",Total,61050
2001,1,GA,"Combined Heat and Power, Electric Power",Petroleum,1791
2001,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,7545
2001,1,GA,"Combined Heat and Power, Electric Power",Total,9336
2001,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,358
2001,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2001,1,GA,"Combined Heat and Power, Commercial Power",Total,358
2001,1,GA,"Combined Heat and Power, Industrial Power",Coal,107632
2001,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,94254
2001,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,40002
2001,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,2141
2001,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,258328
2001,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,786
2001,1,GA,"Combined Heat and Power, Industrial Power",Other,615
2001,1,GA,"Combined Heat and Power, Industrial Power",Total,503758
2001,1,HI,Total Electric Power Industry,Coal,134161
2001,1,HI,Total Electric Power Industry,Petroleum,725556
2001,1,HI,Total Electric Power Industry,Natural Gas,0
2001,1,HI,Total Electric Power Industry,Other Gases,3980
2001,1,HI,Total Electric Power Industry,Hydroelectric Conventional,6613
2001,1,HI,Total Electric Power Industry,Wind,109
2001,1,HI,Total Electric Power Industry,Geothermal,21137
2001,1,HI,Total Electric Power Industry,Other Biomass,21098
2001,1,HI,Total Electric Power Industry,Other,11919
2001,1,HI,Total Electric Power Industry,Total,924573
2001,1,HI,"Electric Generators, Electric Utilities",Petroleum,523189
2001,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,373
2001,1,HI,"Electric Generators, Electric Utilities",Wind,108
2001,1,HI,"Electric Generators, Electric Utilities",Total,523670
2001,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,2712
2001,1,HI,"Electric Generators, Independent Power Producers",Wind,1
2001,1,HI,"Electric Generators, Independent Power Producers",Geothermal,21137
2001,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,16423
2001,1,HI,"Electric Generators, Independent Power Producers",Other,11919
2001,1,HI,"Electric Generators, Independent Power Producers",Total,52192
2001,1,HI,"Combined Heat and Power, Electric Power",Coal,129926
2001,1,HI,"Combined Heat and Power, Electric Power",Petroleum,137464
2001,1,HI,"Combined Heat and Power, Electric Power",Natural Gas,0
2001,1,HI,"Combined Heat and Power, Electric Power",Total,267390
2001,1,HI,"Combined Heat and Power, Industrial Power",Coal,4235
2001,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,64903
2001,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,3980
2001,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,3528
2001,1,HI,"Combined Heat and Power, Industrial Power",Other Biomass,4675
2001,1,HI,"Combined Heat and Power, Industrial Power",Other,0
2001,1,HI,"Combined Heat and Power, Industrial Power",Total,81321
2001,1,IA,Total Electric Power Industry,Coal,3230308
2001,1,IA,Total Electric Power Industry,Petroleum,5328
2001,1,IA,Total Electric Power Industry,Natural Gas,23761
2001,1,IA,Total Electric Power Industry,Nuclear,382045
2001,1,IA,Total Electric Power Industry,Hydroelectric Conventional,66640
2001,1,IA,Total Electric Power Industry,Wind,43633
2001,1,IA,Total Electric Power Industry,Other Biomass,8997
2001,1,IA,Total Electric Power Industry,Other,561
2001,1,IA,Total Electric Power Industry,Total,3761273
2001,1,IA,"Electric Generators, Electric Utilities",Coal,3120288
2001,1,IA,"Electric Generators, Electric Utilities",Petroleum,4051
2001,1,IA,"Electric Generators, Electric Utilities",Natural Gas,13780
2001,1,IA,"Electric Generators, Electric Utilities",Nuclear,382045
2001,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,65365
2001,1,IA,"Electric Generators, Electric Utilities",Wind,1030
2001,1,IA,"Electric Generators, Electric Utilities",Other Biomass,2996
2001,1,IA,"Electric Generators, Electric Utilities",Other,561
2001,1,IA,"Electric Generators, Electric Utilities",Total,3590116
2001,1,IA,"Electric Generators, Independent Power Producers",Petroleum,709
2001,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1275
2001,1,IA,"Electric Generators, Independent Power Producers",Wind,42603
2001,1,IA,"Electric Generators, Independent Power Producers",Total,44587
2001,1,IA,"Combined Heat and Power, Electric Power",Coal,10082
2001,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,4749
2001,1,IA,"Combined Heat and Power, Electric Power",Total,14831
2001,1,IA,"Combined Heat and Power, Commercial Power",Coal,10448
2001,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,501
2001,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,992
2001,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,1252
2001,1,IA,"Combined Heat and Power, Commercial Power",Total,13193
2001,1,IA,"Combined Heat and Power, Industrial Power",Coal,89490
2001,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,67
2001,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,8989
2001,1,IA,"Combined Heat and Power, Industrial Power",Total,98546
2001,1,ID,Total Electric Power Industry,Coal,4716
2001,1,ID,Total Electric Power Industry,Petroleum,926
2001,1,ID,Total Electric Power Industry,Natural Gas,20201
2001,1,ID,Total Electric Power Industry,Hydroelectric Conventional,526211
2001,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,43491
2001,1,ID,Total Electric Power Industry,Other,9793
2001,1,ID,Total Electric Power Industry,Total,605338
2001,1,ID,"Electric Generators, Electric Utilities",Petroleum,926
2001,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,504154
2001,1,ID,"Electric Generators, Electric Utilities",Total,505080
2001,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,22057
2001,1,ID,"Electric Generators, Independent Power Producers",Total,22057
2001,1,ID,"Combined Heat and Power, Electric Power",Natural Gas,10643
2001,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,2489
2001,1,ID,"Combined Heat and Power, Electric Power",Total,13132
2001,1,ID,"Combined Heat and Power, Industrial Power",Coal,4716
2001,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,9558
2001,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,41002
2001,1,ID,"Combined Heat and Power, Industrial Power",Other,9793
2001,1,ID,"Combined Heat and Power, Industrial Power",Total,65069
2001,1,IL,Total Electric Power Industry,Coal,7539572
2001,1,IL,Total Electric Power Industry,Petroleum,17066
2001,1,IL,Total Electric Power Industry,Natural Gas,137681
2001,1,IL,Total Electric Power Industry,Other Gases,28111
2001,1,IL,Total Electric Power Industry,Nuclear,8237539
2001,1,IL,Total Electric Power Industry,Hydroelectric Conventional,12599
2001,1,IL,Total Electric Power Industry,Other Biomass,59136
2001,1,IL,Total Electric Power Industry,Other,7665
2001,1,IL,Total Electric Power Industry,Total,16039369
2001,1,IL,"Electric Generators, Electric Utilities",Coal,2825263
2001,1,IL,"Electric Generators, Electric Utilities",Petroleum,5172
2001,1,IL,"Electric Generators, Electric Utilities",Natural Gas,9770
2001,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,5487
2001,1,IL,"Electric Generators, Electric Utilities",Other Biomass,4534
2001,1,IL,"Electric Generators, Electric Utilities",Other,3420
