YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2013,1,CO,Total Electric Power Industry,Hydroelectric Conventional,164210
2013,1,CO,Total Electric Power Industry,Natural Gas,807214
2013,1,CO,Total Electric Power Industry,Other,3336
2013,1,CO,Total Electric Power Industry,Other Biomass,6615
2013,1,CO,Total Electric Power Industry,Petroleum,1485
2013,1,CO,Total Electric Power Industry,Pumped Storage,-29443
2013,1,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,14627
2013,1,CO,Total Electric Power Industry,Wind,669268
2013,1,CO,Total Electric Power Industry,Wood and Wood Derived Fuels,317
2013,1,CO,"Electric Generators, Independent Power Producers",Total,846463
2013,1,CO,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,7213
2013,1,CO,"Electric Generators, Independent Power Producers",Natural Gas,169934
2013,1,CO,"Electric Generators, Independent Power Producers",Other,562
2013,1,CO,"Electric Generators, Independent Power Producers",Other Biomass,3671
2013,1,CO,"Electric Generators, Independent Power Producers",Petroleum,0
2013,1,CO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,13803
2013,1,CO,"Electric Generators, Independent Power Producers",Wind,651280
2013,1,CO,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2013,1,CO,"Electric Generators, Electric Utilities",Total,3866909
2013,1,CO,"Electric Generators, Electric Utilities",Coal,3101666
2013,1,CO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,156026
2013,1,CO,"Electric Generators, Electric Utilities",Natural Gas,619606
2013,1,CO,"Electric Generators, Electric Utilities",Petroleum,1481
2013,1,CO,"Electric Generators, Electric Utilities",Pumped Storage,-29443
2013,1,CO,"Electric Generators, Electric Utilities",Wind,17258
2013,1,CO,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,317
2013,1,CO,"Combined Heat and Power, Industrial Power",Total,4904
2013,1,CO,"Combined Heat and Power, Industrial Power",Coal,661
2013,1,CO,"Combined Heat and Power, Industrial Power",Natural Gas,1219
2013,1,CO,"Combined Heat and Power, Industrial Power",Other,2774
2013,1,CO,"Combined Heat and Power, Industrial Power",Petroleum,4
2013,1,CO,"Combined Heat and Power, Industrial Power",Wind,247
2013,1,CO,"Combined Heat and Power, Electric Power",Total,28774
2013,1,CO,"Combined Heat and Power, Electric Power",Coal,9374
2013,1,CO,"Combined Heat and Power, Electric Power",Natural Gas,16456
2013,1,CO,"Combined Heat and Power, Electric Power",Other Biomass,2944
2013,1,CO,"Combined Heat and Power, Electric Power",Petroleum,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Total,2279
2013,1,CO,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,971
2013,1,CO,"Combined Heat and Power, Commercial Power",Natural Gas,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,CO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,824
2013,1,CO,"Combined Heat and Power, Commercial Power",Wind,484
2013,1,CT,Total Electric Power Industry,Total,3218936
2013,1,CT,Total Electric Power Industry,Coal,117951
2013,1,CT,Total Electric Power Industry,Hydroelectric Conventional,34363
2013,1,CT,Total Electric Power Industry,Natural Gas,1290954
2013,1,CT,Total Electric Power Industry,Nuclear,1570408
2013,1,CT,Total Electric Power Industry,Other,55751
2013,1,CT,Total Electric Power Industry,Other Biomass,51264
2013,1,CT,Total Electric Power Industry,Petroleum,92827
2013,1,CT,Total Electric Power Industry,Pumped Storage,5239
2013,1,CT,Total Electric Power Industry,Wood and Wood Derived Fuels,178
2013,1,CT,"Electric Generators, Independent Power Producers",Total,3124229
2013,1,CT,"Electric Generators, Independent Power Producers",Coal,117951
2013,1,CT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,31291
2013,1,CT,"Electric Generators, Independent Power Producers",Natural Gas,1207322
2013,1,CT,"Electric Generators, Independent Power Producers",Nuclear,1570408
2013,1,CT,"Electric Generators, Independent Power Producers",Other,53332
2013,1,CT,"Electric Generators, Independent Power Producers",Other Biomass,48746
2013,1,CT,"Electric Generators, Independent Power Producers",Petroleum,89939
2013,1,CT,"Electric Generators, Independent Power Producers",Pumped Storage,5239
2013,1,CT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2013,1,CT,"Electric Generators, Electric Utilities",Total,5643
2013,1,CT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,3072
2013,1,CT,"Electric Generators, Electric Utilities",Natural Gas,1001
2013,1,CT,"Electric Generators, Electric Utilities",Petroleum,1570
2013,1,CT,"Combined Heat and Power, Industrial Power",Total,51443
2013,1,CT,"Combined Heat and Power, Industrial Power",Natural Gas,50920
2013,1,CT,"Combined Heat and Power, Industrial Power",Other,0
2013,1,CT,"Combined Heat and Power, Industrial Power",Petroleum,523
2013,1,CT,"Combined Heat and Power, Electric Power",Total,7932
2013,1,CT,"Combined Heat and Power, Electric Power",Natural Gas,7541
2013,1,CT,"Combined Heat and Power, Electric Power",Petroleum,391
2013,1,CT,"Combined Heat and Power, Commercial Power",Total,29689
2013,1,CT,"Combined Heat and Power, Commercial Power",Natural Gas,24171
2013,1,CT,"Combined Heat and Power, Commercial Power",Other,2419
2013,1,CT,"Combined Heat and Power, Commercial Power",Other Biomass,2517
2013,1,CT,"Combined Heat and Power, Commercial Power",Petroleum,404
2013,1,CT,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,178
2013,1,DC,Total Electric Power Industry,Total,5048
2013,1,DC,Total Electric Power Industry,Natural Gas,5048
2013,1,DC,Total Electric Power Industry,Petroleum,0
2013,1,DC,"Combined Heat and Power, Commercial Power",Total,5048
2013,1,DC,"Combined Heat and Power, Commercial Power",Natural Gas,5048
2013,1,DC,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,DE,Total Electric Power Industry,Total,491566
2013,1,DE,Total Electric Power Industry,Coal,93089
2013,1,DE,Total Electric Power Industry,Natural Gas,372974
2013,1,DE,Total Electric Power Industry,Other Biomass,5089
2013,1,DE,Total Electric Power Industry,Other Gases,10427
2013,1,DE,Total Electric Power Industry,Petroleum,7400
2013,1,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,2038
2013,1,DE,Total Electric Power Industry,Wind,549
2013,1,DE,"Electric Generators, Independent Power Producers",Total,399511
2013,1,DE,"Electric Generators, Independent Power Producers",Coal,93089
2013,1,DE,"Electric Generators, Independent Power Producers",Natural Gas,292098
2013,1,DE,"Electric Generators, Independent Power Producers",Other Biomass,5089
2013,1,DE,"Electric Generators, Independent Power Producers",Petroleum,7197
2013,1,DE,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2038
2013,1,DE,"Electric Generators, Electric Utilities",Total,1577
2013,1,DE,"Electric Generators, Electric Utilities",Natural Gas,1509
2013,1,DE,"Electric Generators, Electric Utilities",Petroleum,68
2013,1,DE,"Combined Heat and Power, Industrial Power",Total,90127
2013,1,DE,"Combined Heat and Power, Industrial Power",Natural Gas,79700
2013,1,DE,"Combined Heat and Power, Industrial Power",Other Gases,10427
2013,1,DE,"Combined Heat and Power, Industrial Power",Petroleum,0
2013,1,DE,"Combined Heat and Power, Electric Power",Total,-198
2013,1,DE,"Combined Heat and Power, Electric Power",Coal,0
2013,1,DE,"Combined Heat and Power, Electric Power",Natural Gas,-333
2013,1,DE,"Combined Heat and Power, Electric Power",Other Biomass,0
2013,1,DE,"Combined Heat and Power, Electric Power",Petroleum,136
2013,1,DE,"Combined Heat and Power, Commercial Power",Total,549
2013,1,DE,"Combined Heat and Power, Commercial Power",Wind,549
2013,1,FL,Total Electric Power Industry,Total,16383077
2013,1,FL,Total Electric Power Industry,Coal,3255455
2013,1,FL,Total Electric Power Industry,Hydroelectric Conventional,21788
2013,1,FL,Total Electric Power Industry,Natural Gas,10264780
2013,1,FL,Total Electric Power Industry,Nuclear,2100750
2013,1,FL,Total Electric Power Industry,Other,291886
2013,1,FL,Total Electric Power Industry,Other Biomass,217341
2013,1,FL,Total Electric Power Industry,Other Gases,484
2013,1,FL,Total Electric Power Industry,Petroleum,35542
2013,1,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,10979
2013,1,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,184073
2013,1,FL,"Electric Generators, Independent Power Producers",Total,552867
2013,1,FL,"Electric Generators, Independent Power Producers",Coal,0
2013,1,FL,"Electric Generators, Independent Power Producers",Natural Gas,241906
2013,1,FL,"Electric Generators, Independent Power Producers",Other,128197
2013,1,FL,"Electric Generators, Independent Power Producers",Other Biomass,152165
2013,1,FL,"Electric Generators, Independent Power Producers",Petroleum,-29
2013,1,FL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,2004
2013,1,FL,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,28624
2013,1,FL,"Electric Generators, Electric Utilities",Total,15004334
2013,1,FL,"Electric Generators, Electric Utilities",Coal,3238110
2013,1,FL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,21788
2013,1,FL,"Electric Generators, Electric Utilities",Natural Gas,9593902
2013,1,FL,"Electric Generators, Electric Utilities",Nuclear,2100750
2013,1,FL,"Electric Generators, Electric Utilities",Other Biomass,7731
2013,1,FL,"Electric Generators, Electric Utilities",Petroleum,33171
2013,1,FL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,8883
2013,1,FL,"Combined Heat and Power, Industrial Power",Total,500083
2013,1,FL,"Combined Heat and Power, Industrial Power",Coal,17345
2013,1,FL,"Combined Heat and Power, Industrial Power",Natural Gas,122806
2013,1,FL,"Combined Heat and Power, Industrial Power",Other,163689
2013,1,FL,"Combined Heat and Power, Industrial Power",Other Biomass,37920
2013,1,FL,"Combined Heat and Power, Industrial Power",Other Gases,484
2013,1,FL,"Combined Heat and Power, Industrial Power",Petroleum,2391
2013,1,FL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,155449
2013,1,FL,"Combined Heat and Power, Electric Power",Total,320407
2013,1,FL,"Combined Heat and Power, Electric Power",Coal,0
2013,1,FL,"Combined Heat and Power, Electric Power",Natural Gas,303968
2013,1,FL,"Combined Heat and Power, Electric Power",Other,0
2013,1,FL,"Combined Heat and Power, Electric Power",Other Biomass,16430
2013,1,FL,"Combined Heat and Power, Electric Power",Petroleum,9
2013,1,FL,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0
2013,1,FL,"Combined Heat and Power, Commercial Power",Total,5385
2013,1,FL,"Combined Heat and Power, Commercial Power",Natural Gas,2198
2013,1,FL,"Combined Heat and Power, Commercial Power",Other Biomass,3095
2013,1,FL,"Combined Heat and Power, Commercial Power",Petroleum,0
2013,1,FL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,92
2013,1,GA,Total Electric Power Industry,Total,10190250
2013,1,GA,Total Electric Power Industry,Coal,3251938
2013,1,GA,Total Electric Power Industry,Hydroelectric Conventional,231376
2013,1,GA,Total Electric Power Industry,Natural Gas,3379467
2013,1,GA,Total Electric Power Industry,Nuclear,3044603
2013,1,GA,Total Electric Power Industry,Other,5859
2013,1,GA,Total Electric Power Industry,Other Biomass,28736
2013,1,GA,Total Electric Power Industry,Petroleum,23891
2013,1,GA,Total Electric Power Industry,Pumped Storage,-55927
2013,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,210
2013,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,280099
2013,1,GA,"Electric Generators, Independent Power Producers",Total,941805
2013,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,846
2013,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,921975
2013,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,7485
2013,1,GA,"Electric Generators, Independent Power Producers",Petroleum,156
2013,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,66
2013,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,11277
2013,1,GA,"Electric Generators, Electric Utilities",Total,8819412
2013,1,GA,"Electric Generators, Electric Utilities",Coal,3204353
2013,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,229074
2013,1,GA,"Electric Generators, Electric Utilities",Natural Gas,2400240
2013,1,GA,"Electric Generators, Electric Utilities",Nuclear,3044603
2013,1,GA,"Electric Generators, Electric Utilities",Other Biomass,0
2013,1,GA,"Electric Generators, Electric Utilities",Petroleum,-2930
2013,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,-55927
2013,1,GA,"Combined Heat and Power, Industrial Power",Total,427142
2013,1,GA,"Combined Heat and Power, Industrial Power",Coal,47586
2013,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,1455
2013,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,57252
2013,1,GA,"Combined Heat and Power, Industrial Power",Other,5859
2013,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,19648
2013,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,26520
2013,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,268822
2013,1,GA,"Combined Heat and Power, Electric Power",Total,0
2013,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,0
2013,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2013,1,GA,"Combined Heat and Power, Commercial Power",Total,1890
2013,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,0
2013,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,1602
2013,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,145
2013,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,144
2013,1,HI,Total Electric Power Industry,Total,830965
2013,1,HI,Total Electric Power Industry,Coal,92056
2013,1,HI,Total Electric Power Industry,Geothermal,17057
2013,1,HI,Total Electric Power Industry,Hydroelectric Conventional,14226
2013,1,HI,Total Electric Power Industry,Other,25351
2013,1,HI,Total Electric Power Industry,Other Biomass,18042
2013,1,HI,Total Electric Power Industry,Other Gases,3590
2013,1,HI,Total Electric Power Industry,Petroleum,632019
2013,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,659
2013,1,HI,Total Electric Power Industry,Wind,27966
2013,1,HI,"Electric Generators, Independent Power Producers",Total,69353
